carat,cut,color,clarity,depth,table,weight,size,price
1.02,Ideal,I,SI1,62.1,56,6.44,6.39,3713
0.9,Premium,F,SI1,61.3,58,6.13,6.08,3714
0.73,Ideal,E,VVS2,62,57,5.79,5.73,3714
0.9,Very Good,E,SI2,61.6,58,6.18,6.23,3715
0.9,Very Good,E,SI2,62.2,54,6.13,6.21,3715
0.79,Ideal,E,SI1,61.6,55,5.94,6.04,3715
0.76,Ideal,F,VVS2,60.9,57,5.89,5.96,3716
0.71,Ideal,D,VS1,60.9,58,5.72,5.78,3716
0.97,Good,J,VS2,60,56,6.4,6.46,3717
1.01,Premium,F,SI2,60,60,6.46,6.4,3717
1.01,Good,I,VS2,57.1,63,6.6,6.56,3717
0.75,Very Good,E,VS2,63,57,5.81,5.78,3718
0.9,Very Good,G,SI1,63.6,57,6.07,6.13,3718
0.9,Ideal,G,SI2,62.3,56,6.14,6.21,3718
0.9,Good,I,VVS2,64.8,55,6.04,6.15,3718
0.71,Premium,D,VS1,59.2,59,5.9,5.85,3718
1.04,Ideal,F,I1,61.6,57,6.51,6.46,3718
0.72,Very Good,E,VVS2,62,58,5.71,5.74,3719
0.73,Very Good,F,VVS1,60.6,56,5.79,5.83,3720
0.9,Very Good,I,VS2,61.2,57,6.15,6.2,3720
0.8,Very Good,F,VS1,62.6,57,5.9,5.98,3720
0.8,Very Good,F,VS1,62.3,57,5.92,5.95,3720
0.9,Premium,I,VS1,61,55,6.29,6.27,3720
0.77,Ideal,D,VS2,61.8,56,5.84,5.9,3721
1.01,Premium,J,VS2,61,61,6.28,6.22,3722
0.9,Ideal,G,SI2,61.5,57,6.07,6.19,3722
0.72,Ideal,D,SI1,61.2,56,5.77,5.79,3722
0.96,Very Good,G,SI2,62.6,59,6.18,6.29,3723
0.91,Ideal,E,SI2,61.1,58,6.25,6.29,3723
0.91,Ideal,E,SI2,61.8,53,6.22,6.3,3723
0.92,Good,I,VS1,60.9,63,6.27,6.34,3723
1.12,Premium,F,SI2,62.4,59,6.6,6.54,3723
0.95,Premium,G,SI2,59.5,56,6.41,6.36,3724
0.7,Very Good,E,VVS1,62.5,56,5.63,5.7,3724
0.7,Very Good,E,VVS1,60.9,59,5.67,5.81,3724
0.9,Very Good,F,SI1,61.6,56,6.14,6.2,3724
0.9,Good,F,SI1,63.1,57,6.12,6.15,3724
0.92,Very Good,G,SI1,63.8,57,6.13,6.16,3724
1.25,Premium,F,I1,58,59,7.12,7.05,3724
0.9,Ideal,I,VS1,61.8,56,6.2,6.23,3724
0.9,Good,E,SI2,62.1,63,6.09,6.12,3724
0.92,Premium,I,VS1,61.4,58,6.23,6.27,3725
0.7,Very Good,G,IF,63,59,5.58,5.62,3725
0.7,Ideal,G,VVS2,61.6,57,5.74,5.71,3725
0.9,Fair,H,VS2,64.6,54,6.09,6.14,3725
1.21,Good,E,I1,63.3,63,6.67,6.72,3726
0.91,Very Good,F,SI2,61.4,60,6.13,6.16,3726
1.1,Premium,J,SI2,59.6,59,6.74,6.72,3726
0.91,Ideal,I,VS2,62.2,59,6.13,6.18,3726
0.9,Good,H,SI1,57.1,56,6.33,6.28,3726
1.08,Very Good,E,SI2,63.5,56,6.53,6.48,3726
1.13,Ideal,E,I1,62,55,6.66,6.7,3729
1.03,Very Good,J,SI2,58,60,6.64,6.67,3729
0.97,Ideal,H,SI2,60.7,55,6.47,6.41,3729
1.11,Very Good,J,VS2,63.2,59,6.55,6.46,3730
0.9,Very Good,I,SI1,60.6,56,6.23,6.28,3730
0.9,Good,H,SI1,61.4,60,6.06,6.12,3730
0.91,Fair,D,SI1,64.7,61,6.06,5.99,3730
0.91,Fair,D,SI1,65.2,57,6.08,6.04,3730
0.91,Good,D,SI1,64,58,6.09,6.06,3730
0.9,Premium,I,VVS2,60.9,59,6.25,6.22,3730
1.11,Fair,H,SI2,64.4,58,6.55,6.5,3730
0.9,Premium,H,SI1,60.7,59,6.26,6.19,3730
0.98,Very Good,H,SI2,62.1,59,6.33,6.39,3731
1.01,Ideal,J,SI2,61.6,55,6.45,6.5,3732
1.01,Premium,H,SI2,59.6,60,6.55,6.5,3732
0.58,Ideal,D,VVS1,62.1,55,5.33,5.37,3732
0.76,Ideal,D,SI1,62.3,55,5.81,5.84,3732
0.8,Ideal,H,VVS1,61.8,57,5.93,5.89,3732
1.19,Ideal,H,I1,61.5,57,6.83,6.79,3732
1.27,Premium,I,I1,60.2,62,7.05,7,3732
1.01,Ideal,F,SI2,62.4,56,6.44,6.38,3733
1.01,Premium,F,SI2,62.7,58,6.38,6.32,3733
1.15,Good,J,SI2,63.8,60,6.63,6.56,3733
1.01,Good,G,SI1,64.3,55,6.34,6.31,3733
0.9,Good,F,SI1,61,62,6.17,6.26,3733
1.01,Premium,H,SI2,60.8,59,6.51,6.46,3733
1.01,Ideal,I,SI2,61.9,55,6.45,6.38,3733
1.01,Fair,H,VS2,65.2,56,6.23,6.19,3733
1.01,Premium,J,SI2,61.2,59,6.43,6.37,3733
0.9,Good,G,SI1,62.8,59,6.08,6.12,3734
0.9,Good,G,SI1,63.8,59,6.05,6.08,3734
0.9,Premium,G,SI1,62.2,60,6.1,6.16,3734
0.9,Good,G,SI1,63.2,59,6.05,6.1,3734
0.91,Very Good,H,SI1,62.2,60,6.16,6.22,3734
0.9,Good,I,IF,63.7,64,6.02,6.07,3734
0.9,Good,H,VS1,64,59,6.01,6.05,3734
0.9,Very Good,G,SI1,62,61,6.07,6.13,3734
0.9,Good,G,SI1,63.1,59,6.11,6.15,3734
0.9,Good,G,SI1,63.7,58,6.09,6.12,3734
0.9,Good,G,SI1,63.7,60,6.07,6.11,3734
0.91,Very Good,H,SI1,62.8,58,6.13,6.16,3734
0.91,Very Good,I,VS1,61.9,57,6.19,6.24,3734
0.9,Good,H,SI1,58.9,61,6.27,6.36,3734
1.13,Premium,I,SI2,62.1,60,6.74,6.66,3734
1.51,Fair,F,I1,67.8,59,7.09,7,3734
1.51,Fair,F,I1,67.5,56,7.17,7.05,3734
0.73,Ideal,D,VS2,62.6,55,5.71,5.76,3735
1.14,Good,I,SI2,60,65,6.8,6.75,3735
1.15,Premium,H,SI2,59.6,59,6.82,6.78,3735
0.78,Ideal,D,VS2,62.9,56,5.85,5.88,3736
0.78,Ideal,G,VS1,61.6,55,5.91,5.94,3736
0.9,Good,E,SI2,63,58,6.08,6.11,3736
0.8,Very Good,H,VVS1,61.9,56,5.93,5.96,3737
1.01,Good,E,SI2,63.9,58,6.37,6.31,3737
0.7,Ideal,D,VVS2,60.9,59,5.69,5.73,3737
0.93,Very Good,G,SI2,62.7,57,6.21,6.26,3738
1.03,Ideal,J,SI1,62.3,57,6.48,6.43,3738
0.71,Ideal,G,IF,60.9,57,5.74,5.79,3739
1.01,Ideal,G,SI2,61.5,57,6.42,6.46,3739
1.19,Very Good,G,SI2,63.4,56,6.69,6.56,3739
1,Good,H,SI2,63.2,60,6.27,6.3,3740
0.75,Ideal,G,VVS2,62,56,5.79,5.85,3740
1,Fair,F,SI2,65.1,60,6.19,6.1,3740
0.72,Ideal,F,VVS2,62.3,57,5.72,5.74,3740
1.06,Premium,J,SI2,61.3,60,6.59,6.52,3740
0.9,Premium,D,SI2,61,59,6.18,6.14,3740
0.9,Good,D,SI2,63.8,58,6.13,6.09,3740
0.9,Premium,D,SI2,62.3,58,6.27,6.05,3740
0.9,Good,D,SI2,63.6,57,6.07,6.03,3740
0.7,Ideal,F,VVS2,61.9,54.8,5.68,5.72,3741
0.58,Ideal,D,VVS1,62.2,56,5.34,5.36,3741
0.9,Good,I,VVS1,63.9,63,6.04,6.07,3741
1.08,Good,J,SI2,63.2,59,6.4,6.57,3742
1.05,Very Good,I,SI2,62.3,59,6.42,6.46,3742
0.87,Premium,D,SI1,58.8,56,6.3,6.26,3742
1.09,Very Good,D,SI2,63.4,59,6.59,6.54,3742
0.91,Premium,E,SI2,61.6,60,6.14,6.1,3743
0.91,Ideal,H,VS2,63,56,6.15,6.05,3743
1.03,Good,D,SI2,57.2,59,6.66,6.63,3743
0.9,Fair,E,SI1,64.9,56,6.12,6.18,3743
1.03,Fair,D,SI2,66.4,56,6.31,6.19,3743
0.92,Good,E,SI2,61.8,59,6.11,6.19,3744
0.78,Very Good,F,VS1,61.7,55,5.89,5.94,3744
0.93,Good,D,SI2,59.2,62,6.36,6.38,3744
1.02,Very Good,J,SI2,63.3,56,6.38,6.42,3745
1.13,Ideal,H,I1,62.2,55,6.69,6.65,3745
1.1,Premium,F,I1,59.8,61,6.7,6.65,3745
1.1,Ideal,F,I1,61.8,56,6.65,6.61,3745
1.52,Fair,I,I1,67.7,58,7.07,7,3745
0.91,Premium,F,SI2,62.6,58,6.14,6.09,3746
0.9,Very Good,J,VVS1,60.4,60,6.23,6.28,3746
0.72,Ideal,F,VVS2,60.9,56,5.77,5.83,3746
0.93,Very Good,E,SI2,63,58,6.16,6.18,3746
1.13,Premium,G,I1,61.2,58,6.77,6.66,3746
0.91,Premium,F,SI2,58.2,61,6.58,6.41,3746
0.91,Very Good,F,SI2,63.3,54,6.22,6.14,3746
0.74,Ideal,D,VS1,61.7,55,5.85,5.79,3746
0.91,Ideal,F,SI2,62.2,56,6.17,6.14,3746
0.91,Ideal,F,SI2,62.4,57,6.22,6.18,3746
0.91,Good,I,VS2,58,62,6.32,6.38,3747
0.9,Very Good,E,SI1,62.5,60,6.09,6.13,3748
0.71,Ideal,E,VS1,61.5,55,5.78,5.75,3748
0.92,Premium,F,SI1,62.6,59,6.19,6.23,3749
1.01,Very Good,J,SI1,62.9,56,6.35,6.4,3749
1.01,Premium,I,SI2,61.7,60,6.34,6.4,3749
1.03,Ideal,F,SI2,61.9,56,6.53,6.49,3749
0.63,Ideal,F,IF,60.9,57,5.53,5.57,3749
1.03,Fair,H,SI2,66.3,57,6.35,6.25,3749
1.03,Premium,H,SI2,62.7,62,6.43,6.38,3749
1.03,Premium,J,SI1,61.1,61,6.49,6.44,3749
1.03,Premium,H,SI2,62,60,6.47,6.41,3749
1.03,Premium,I,SI1,62,58,6.46,6.41,3749
0.9,Good,F,VS1,63.8,56,5.99,5.92,3750
1.08,Premium,I,SI2,60.1,59,6.75,6.69,3750
0.3,Ideal,F,VS2,60.5,58,4.3,4.36,573
0.33,Ideal,I,VS1,61.7,55,4.44,4.47,573
0.4,Ideal,G,SI2,62.6,54,4.73,4.76,573
0.4,Ideal,G,SI2,62.4,56,4.71,4.75,573
0.4,Ideal,G,SI2,62.1,53,4.75,4.78,573
0.4,Ideal,I,SI1,61.8,55,4.74,4.78,573
0.31,Ideal,H,SI1,61.4,55,4.44,4.36,573
0.31,Premium,H,SI1,59,57,4.44,4.4,573
0.31,Premium,H,SI1,62.3,55,4.36,4.34,573
0.31,Premium,H,SI1,61.1,55,4.39,4.35,573
0.31,Good,H,SI1,63.6,57,4.33,4.32,573
0.31,Premium,H,SI1,62.4,60,4.34,4.32,573
0.31,Premium,H,SI1,61.1,57,4.35,4.32,573
0.31,Ideal,H,SI1,62.7,56,4.38,4.33,573
0.31,Premium,H,SI1,60.5,60,4.4,4.33,573
0.31,Very Good,H,SI1,63.1,57,4.34,4.31,573
0.3,Ideal,D,SI2,60.2,56,4.4,4.37,574
0.31,Ideal,G,VS2,61.4,57,4.35,4.38,574
0.31,Ideal,G,VS2,61.4,56,4.34,4.37,574
0.34,Premium,G,SI2,62.8,58,4.46,4.43,574
0.34,Very Good,F,SI2,63.3,54,4.48,4.46,574
0.34,Premium,F,SI2,60,58,4.58,4.55,574
0.34,Premium,F,SI2,61.7,61,4.48,4.44,574
0.34,Premium,F,SI2,63,58,4.47,4.45,574
0.3,Premium,G,SI1,62.6,57,4.34,4.25,574
0.3,Premium,G,SI1,61.6,59,4.28,4.26,574
0.3,Good,G,SI1,63.8,56,4.3,4.26,574
0.3,Premium,G,SI1,61.4,57,4.35,4.31,574
0.3,Premium,G,SI1,59.8,57,4.37,4.32,574
0.3,Premium,G,SI1,59.7,60,4.39,4.35,574
0.77,Ideal,F,VS1,61.9,54,5.91,5.94,3750
0.95,Good,F,SI2,59.7,57,6.41,6.45,3750
0.9,Fair,F,VS1,65.7,59,5.96,5.92,3750
0.93,Premium,H,SI1,61.8,59,6.27,6.23,3750
0.9,Fair,F,VS2,65.7,57,6.03,5.99,3750
1.01,Premium,G,SI2,62.9,57,6.39,6.33,3750
0.93,Fair,H,SI1,64.6,58,6.13,6.07,3750
0.91,Very Good,E,SI2,63.8,60,6.05,6.09,3751
1.25,Premium,J,VS2,59.8,58,7.02,6.96,3751
0.92,Premium,G,SI1,61.5,60,6.26,6.19,3751
0.91,Ideal,I,VS2,62.2,56,6.22,6.18,3751
0.9,Fair,D,SI1,65.7,65,6.06,5.94,3751
0.9,Very Good,G,SI1,63.3,56,6.08,6.11,3752
0.9,Very Good,G,SI1,63.8,57,6.04,6.13,3752
0.7,Ideal,D,VS1,61.4,54.2,5.72,5.76,3752
0.9,Good,G,SI1,60,61,6.19,6.22,3752
1,Good,E,SI2,57.9,59,6.65,6.51,3752
1,Premium,E,SI2,61,59,6.4,6.33,3752
1.06,Very Good,J,SI2,62,58,6.45,6.53,3754
1.02,Fair,F,SI2,65.5,59,6.27,6.24,3754
1.02,Premium,F,SI2,62.5,58,6.47,6.4,3754
0.9,Good,D,SI1,64.1,56,6.04,6.07,3755
0.9,Good,D,SI1,63.6,63,6.03,6.07,3755
1.14,Ideal,F,I1,61.7,57,6.67,6.7,3755
1.03,Very Good,G,SI2,63,60,6.35,6.39,3755
1.02,Very Good,J,SI2,62.9,59,6.34,6.41,3755
0.77,Ideal,D,VS2,61.8,56,5.9,5.84,3755
0.91,Ideal,E,SI2,62.7,57,6.19,6.26,3756
0.91,Very Good,H,SI2,63.3,58,6.11,6.06,3756
0.81,Ideal,F,VS2,61.7,57,5.97,6.02,3756
1.01,Good,J,SI2,59.5,62,6.42,6.46,3756
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3756
0.73,Ideal,E,VS1,61.7,57,5.77,5.8,3758
0.94,Premium,E,SI2,60.4,59,6.37,6.34,3758
0.61,Ideal,D,VVS2,61.7,56,5.47,5.42,3758
0.72,Ideal,F,VS1,61.6,56,5.76,5.79,3759
0.72,Ideal,F,VS1,61.5,56,5.77,5.8,3759
0.72,Ideal,F,VS1,60.7,57,5.79,5.87,3759
0.72,Ideal,F,VS1,61.7,56,5.75,5.78,3759
0.72,Ideal,F,VS1,61.4,56,5.75,5.79,3759
0.72,Ideal,F,VS1,61,55,5.77,5.81,3759
0.72,Ideal,F,VS1,61.3,56,5.74,5.78,3759
0.72,Ideal,F,VS1,61.5,56,5.74,5.77,3759
0.72,Ideal,F,VS1,60.5,56,5.82,5.85,3759
0.71,Very Good,E,VVS2,60.3,52,5.8,5.87,3760
0.79,Ideal,G,VVS2,62.1,56,5.89,5.93,3760
1.09,Ideal,E,SI2,59.4,57,6.74,6.65,3760
0.74,Ideal,H,IF,60.9,57,5.83,5.85,3760
1.01,Premium,I,SI2,60.5,61,6.47,6.42,3761
0.72,Very Good,F,VVS1,62.1,55,5.72,5.78,3762
0.91,Very Good,H,SI1,62.7,56,6.14,6.18,3762
1.04,Ideal,J,SI2,60.4,57,6.55,6.6,3762
0.92,Very Good,F,SI2,62.9,58,6.18,6.22,3763
0.91,Very Good,E,SI2,62.9,56,6.14,6.17,3763
0.91,Very Good,G,SI1,63.4,59,6.2,6.14,3763
0.7,Ideal,G,VVS1,61.6,57,5.69,5.73,3763
0.78,Ideal,D,VS2,61.9,56,5.88,5.94,3763
0.92,Ideal,F,SI2,61.5,56,6.27,6.32,3763
0.91,Ideal,F,SI2,60.3,57,6.26,6.34,3763
0.91,Good,D,SI2,64.7,57,6.02,6.04,3763
1,Fair,E,SI2,64.6,54,6.33,6.27,3763
1,Good,E,SI2,57.7,65,6.59,6.55,3763
1,Fair,I,VS1,65.3,55,6.34,6.25,3763
1,Premium,I,VS1,60.3,62,6.46,6.41,3763
1,Premium,E,SI2,60.7,58,6.45,6.38,3763
1,Good,I,VS1,64,53,6.34,6.28,3763
1.2,Ideal,H,I1,58.6,57,7.01,6.96,3763
1.12,Ideal,H,SI2,61.4,56,6.69,6.66,3763
1,Premium,I,VS1,60.1,62,6.5,6.47,3763
1,Fair,E,SI2,69,56,6.01,5.94,3763
1,Very Good,E,SI2,63.2,56,6.4,6.32,3763
0.91,Premium,G,SI1,62.6,56,6.21,6.16,3763
1.22,Fair,G,SI2,64.7,61,6.75,6.68,3763
1,Very Good,E,SI2,63.5,56,6.37,6.3,3763
0.9,Very Good,I,VS2,62.8,52,6.19,6.23,3764
1.51,Fair,H,I1,65.6,61,7.16,7,3765
1.03,Fair,G,SI2,65.6,58,6.3,6.26,3765
0.93,Very Good,I,VS2,63.1,58,6.19,6.21,3766
0.85,Ideal,G,SI1,62.1,56,6.05,6.1,3766
1.01,Premium,I,SI2,59.6,62,6.56,6.5,3767
0.76,Premium,E,VVS2,60.6,59,5.94,5.85,3767
1,Fair,D,SI2,65.6,66,6.1,6.01,3767
1.01,Good,F,SI2,64,56,6.25,6.32,3768
1.01,Good,F,SI2,63.1,58,6.34,6.38,3768
0.96,Premium,H,SI1,62.7,58,6.27,6.24,3768
1.02,Premium,D,I1,61.4,60,6.42,6.47,3769
1.02,Very Good,I,SI2,63.4,57,6.37,6.4,3769
1.02,Premium,H,SI2,59.2,59,6.57,6.54,3769
1,Good,J,VS2,58.7,61,6.5,6.52,3769
0.9,Good,F,SI2,58,57,6.34,6.41,3770
0.9,Very Good,F,SI2,62,61,6.14,6.16,3770
0.9,Very Good,F,SI2,61.4,62,6.11,6.2,3770
0.9,Premium,F,SI2,61.5,59,6.2,6.23,3770
1.01,Very Good,I,SI2,62.1,56,6.41,6.45,3770
0.9,Very Good,H,SI1,60.8,57,6.22,6.25,3770
0.9,Ideal,H,SI2,61.5,56,6.24,6.18,3770
1.02,Good,H,SI2,57.9,61,6.75,6.68,3770
0.91,Very Good,H,SI1,63.4,56,6.18,6.1,3771
0.91,Very Good,E,SI2,63,56,6.12,6.16,3772
0.9,Very Good,H,SI1,61.7,57,6.21,6.26,3772
0.91,Ideal,E,SI2,62.6,57,6.13,6.18,3772
0.71,Ideal,G,IF,61.8,57,5.7,5.75,3772
1.02,Good,D,SI2,58.9,65,6.54,6.59,3773
0.71,Ideal,E,VS2,61.9,55,5.68,5.72,3773
1.04,Premium,I,SI2,62,57,6.53,6.47,3774
1.04,Premium,I,SI2,62,57,6.53,6.47,3774
0.83,Very Good,I,VVS1,61.8,56,6,6.03,3774
1.29,Very Good,F,I1,58.2,61,7.11,7.15,3774
0.9,Premium,G,SI1,62.9,58,6.11,6.02,3774
0.9,Premium,G,SI1,60.6,61,6.21,6.16,3774
0.91,Ideal,E,SI2,62.5,56,6.16,6.19,3774
0.83,Ideal,D,SI2,62,55,6.02,6.05,3774
0.83,Ideal,F,SI1,62,55,6.03,6.07,3774
0.9,Premium,G,SI1,61.3,60,6.17,6.14,3774
0.9,Premium,G,SI1,62.7,59,6.14,6.1,3774
0.9,Good,G,SI1,63.8,61,6.09,6.05,3774
0.8,Ideal,H,IF,61.1,56,6.02,5.96,3774
0.9,Premium,G,SI1,62.7,58,6.13,6.08,3774
0.83,Ideal,E,SI1,61.6,56,6.03,6.05,3775
0.9,Good,H,VS2,63.6,55,6.14,6.09,3775
1.07,Ideal,J,SI1,60.8,56,6.61,6.57,3775
1.07,Premium,H,SI2,60,59,6.6,6.56,3775
0.91,Very Good,G,VS2,62.7,63,6.05,6,3776
0.91,Good,G,SI1,63.5,61,6.05,6.1,3776
1.06,Ideal,I,SI2,61.4,57,6.57,6.63,3777
0.73,Ideal,G,VVS2,62.4,57,5.71,5.79,3777
1.01,Ideal,F,SI2,61.3,57,6.4,6.35,3777
0.71,Premium,E,VVS1,62.7,60,5.73,5.62,3779
0.9,Good,F,SI1,62.7,58,6.11,6.13,3780
0.9,Good,F,SI1,62.9,57,6.08,6.13,3780
0.9,Very Good,F,SI1,61.3,58,6.08,6.13,3780
0.73,Ideal,E,VVS2,62,57,5.73,5.79,3780
1.04,Very Good,D,SI2,63.1,58,6.39,6.33,3780
1.04,Premium,D,SI2,58.3,58,6.67,6.63,3780
1,Good,J,SI1,63.8,59,6.34,6.27,3780
1.04,Premium,G,SI1,60.3,58,6.6,6.55,3780
1,Premium,J,SI1,62.8,59,6.37,6.27,3780
1,Fair,J,SI1,64.7,52,6.35,6.3,3780
1,Premium,I,SI2,62.5,56,6.38,6.3,3780
0.9,Ideal,G,SI1,60.3,56,6.27,6.23,3780
0.9,Premium,D,SI2,59.8,61,6.21,6.17,3780
0.72,Ideal,F,VVS2,60.9,56,5.83,5.77,3780
1,Premium,J,SI1,60.8,58,6.44,6.39,3780
1,Premium,I,SI2,61.6,59,6.41,6.34,3780
0.9,Premium,F,SI2,62.7,58,6.16,6.09,3780
1.04,Fair,D,SI2,65.8,58,6.32,6.25,3780
1.5,Premium,D,I1,62.4,60,7.37,7.19,3780
0.82,Ideal,H,VVS2,61.4,56,6.01,6.05,3781
0.91,Premium,D,SI2,62.3,57,6.22,6.14,3781
0.91,Good,D,SI2,63.8,58,6.09,6.04,3781
1.2,Premium,J,SI2,61.7,57,6.85,6.79,3782
1.01,Premium,H,SI2,62.3,60,6.39,6.32,3782
1.01,Premium,I,SI1,62.8,58,6.4,6.34,3782
1.07,Very Good,J,SI2,61.6,54,6.57,6.59,3783
0.73,Ideal,G,VVS2,61,56,5.82,5.86,3783
0.69,Ideal,F,VVS1,61.6,56,5.69,5.71,3784
0.73,Ideal,H,IF,62.3,55,5.77,5.79,3785
0.92,Good,I,VS2,59.6,61,6.28,6.34,3785
1.02,Ideal,I,SI2,60.7,57,6.54,6.57,3786
1.02,Good,I,SI2,63.6,56,6.37,6.4,3786
0.77,Ideal,G,VS2,61.7,55,5.89,5.91,3786
1.04,Ideal,H,SI2,60.5,57,6.55,6.51,3786
0.77,Very Good,D,VS2,59.6,57,6.01,6.03,3787
0.9,Very Good,G,SI2,63.2,58,6.05,6.1,3787
0.9,Very Good,F,SI2,62.4,59,6.1,6.17,3787
1.16,Premium,F,SI2,62.1,59,6.74,6.63,3787
0.85,Ideal,E,SI2,60.1,56,6.17,6.18,3787
0.9,Fair,F,SI2,62.6,58,6.01,6.06,3787
1.02,Fair,G,SI2,65.3,58,6.33,6.22,3787
0.92,Good,F,SI2,63.7,64,6.13,6.08,3787
0.92,Premium,F,SI2,62.1,59,6.26,6.21,3787
0.92,Premium,F,SI2,61.8,58,6.23,6.19,3787
0.7,Ideal,D,VS2,61.2,57,5.69,5.75,3788
1,Ideal,J,SI1,62.7,58,6.35,6.41,3788
1.23,Ideal,G,SI2,61.6,55,6.91,6.88,3788
1,Very Good,F,SI2,62.7,58,6.3,6.36,3789
1,Very Good,F,SI2,61.7,58,6.32,6.36,3789
0.9,Very Good,D,SI2,64,58,6.06,6.11,3789
1.01,Premium,J,VS1,63,55,6.39,6.34,3790
1.01,Premium,H,SI2,60.7,58,6.52,6.49,3790
1,Premium,J,VS2,60.3,58,6.49,6.44,3790
1.01,Premium,H,SI2,61.9,59,6.42,6.37,3790
1.24,Very Good,J,SI2,63.1,60,6.79,6.74,3791
0.59,Ideal,D,VVS1,62.3,54,5.36,5.39,3791
1.01,Very Good,I,SI2,59.2,59,6.52,6.62,3792
1.01,Very Good,I,SI2,61.4,63,6.33,6.38,3792
0.9,Good,G,VS2,63.9,61,6.01,5.97,3792
1.14,Premium,J,SI1,62.4,59,6.7,6.62,3792
1.01,Very Good,J,SI2,62.7,55,6.42,6.44,3793
0.8,Ideal,F,VS1,61.2,56,6.01,5.98,3793
1.19,Ideal,H,I1,60.3,57,6.83,6.93,3794
1.12,Very Good,E,SI2,60.9,63,6.59,6.65,3794
0.9,Ideal,H,SI2,62.3,57,6.16,6.19,3794
0.82,Very Good,E,VS2,60.4,61,6.06,6.09,3795
0.72,Ideal,F,VVS1,61.7,56,5.73,5.77,3795
1.21,Very Good,E,I1,63.3,63,6.72,6.67,3795
1.03,Good,J,VS2,63.7,56,6.42,6.35,3795
0.9,Good,E,SI1,63.9,57,6.12,6.08,3795
1.01,Very Good,G,SI2,62.7,58,6.32,6.43,3796
1.02,Very Good,J,VS2,59.3,58,6.56,6.62,3796
0.91,Good,D,SI1,64,58,6.06,6.09,3796
0.79,Very Good,E,VVS1,63.1,60,5.88,5.84,3796
0.9,Ideal,F,SI2,61.9,56,6.19,6.24,3796
0.73,Ideal,F,VS1,61.2,57,5.79,5.84,3797
0.73,Ideal,F,VS1,61.4,55,5.8,5.83,3797
1.13,Ideal,H,SI2,60.4,56,6.78,6.7,3797
1.13,Ideal,E,I1,62,55,6.7,6.66,3797
0.72,Very Good,E,VVS2,60.5,55,5.82,5.85,3798
0.79,Very Good,D,VS1,58.8,60,6.03,6.08,3798
0.9,Very Good,D,SI2,62.5,58,6.12,6.16,3798
0.82,Ideal,F,VS2,61.5,57,6.01,6.05,3798
0.9,Ideal,D,SI2,60.9,57,6.2,6.24,3798
0.9,Good,D,SI2,59.5,62,6.2,6.23,3798
0.71,Very Good,D,VVS2,62.3,60,5.65,5.71,3799
1,Good,F,SI2,64.1,58,6.35,6.26,3799
0.71,Ideal,F,VS1,61.9,56,5.66,5.72,3799
1,Very Good,F,SI2,63.2,59,6.31,6.25,3799
1.06,Ideal,H,SI2,60.4,57,6.64,6.58,3799
0.92,Very Good,H,SI1,60.6,60,6.28,6.33,3800
1.16,Ideal,I,SI2,62.4,55,6.76,6.69,3800
0.91,Ideal,E,SI2,62.2,57,6.2,6.24,3800
0.9,Premium,E,SI1,62.3,61,6.17,6.12,3800
0.78,Very Good,D,VS1,63.2,58,5.87,5.81,3800
0.9,Good,E,SI1,63.8,56,6.12,6.05,3800
1.01,Premium,E,SI2,60.4,57,6.53,6.49,3801
0.9,Good,G,VS2,64,59,6.04,6.08,3801
1.01,Premium,E,SI2,59.5,60,6.59,6.53,3801
0.71,Ideal,D,VS1,62.1,57,5.7,5.73,3801
1,Good,F,SI2,63.4,60,6.28,6.33,3801
1.01,Fair,E,SI2,60,60,6.48,6.38,3801
1.01,Ideal,J,SI2,61.6,55,6.5,6.45,3801
1.01,Fair,I,VS1,64.9,56,6.29,6.2,3801
1.01,Premium,E,SI2,61.8,61,6.35,6.29,3801
1.01,Very Good,E,SI2,63.4,58,6.43,6.34,3801
1.02,Fair,I,SI2,65.5,57,6.19,6.24,3802
0.93,Premium,G,SI2,61.7,60,6.25,6.2,3802
0.97,Ideal,H,SI2,61.6,56,6.39,6.36,3802
0.9,Very Good,F,SI2,61.8,60,6.13,6.14,3803
0.9,Premium,F,SI2,59.9,59,6.32,6.27,3803
0.9,Premium,F,SI2,58.9,59,6.31,6.26,3803
0.85,Premium,E,VS2,60.2,60,6.14,6.09,3803
0.9,Premium,E,SI2,60.1,62,6.28,6.24,3804
0.9,Ideal,E,SI2,62.1,56,6.25,6.19,3804
0.74,Ideal,H,VVS1,61.1,56,5.84,5.91,3804
0.74,Ideal,E,VS1,62.1,53,5.82,5.8,3804
1.11,Premium,G,SI2,62.5,57,6.54,6.49,3804
0.9,Ideal,I,VS2,61.3,56,6.24,6.2,3805
0.9,Ideal,G,SI2,62.7,53,6.18,6.22,3805
1.08,Premium,I,SI2,62.7,57,6.57,6.53,3805
0.9,Good,D,SI2,62.3,58,6.05,6.27,3806
0.9,Very Good,D,SI2,61,59,6.14,6.18,3806
0.9,Good,D,SI2,63.8,58,6.09,6.13,3806
0.79,Very Good,F,VS1,61,55,6.01,6.03,3806
0.9,Fair,G,VS1,65.7,58,6.02,5.97,3806
1.03,Ideal,F,SI2,62.4,57,6.43,6.38,3807
0.61,Good,F,SI2,62.5,65,5.36,5.29,3807
